Auction_Date,Price,Volume_Assigned,Volume_Offered,Product,Exchange,Technology,Participants_with_Winning_Bids
2023-08-22,,0.0,25000.0,HU_Feb-23,hupx,Biomass,
2023-08-22,5.02,606.0,606.0,HU_May-23,hupx,Geothermal,
2023-08-22,,0.0,1267.0,HU_Mar-23,hupx,Hydro,
2023-08-22,5.02,22579.0,22579.0,HU_May-23,hupx,Hydro,
2023-08-22,,0.0,55.0,HU_Oct-22,hupx,Solar,
2023-08-22,,0.0,1121.0,HU_Nov-22,hupx,Solar,
2023-08-22,,0.0,607.0,HU_Jan-23,hupx,Solar,
2023-08-22,,0.0,393.0,HU_Feb-23,hupx,Solar,
2023-08-22,5.1,361221.0,361221.0,HU_May-23,hupx,Solar,
2023-08-22,,0.0,17946.0,HR_Jan-23,hupx,Wind,
2023-08-22,,0.0,7054.0,HR_Feb-23,hupx,Wind,
2023-08-22,,0.0,2580.0,HU_Nov-22,hupx,Wind,
2023-08-22,,0.0,330.0,HU_Dec-22,hupx,Wind,
2023-08-22,,0.0,8911.0,HU_Mar-23,hupx,Wind,
2023-08-22,5.02,19552.0,19552.0,HU_May-23,hupx,Wind,
2023-09-19,,0.0,192.0,HU_Jan-23,hupx,Biogas,
2023-09-19,,0.0,181.0,HU_Feb-23,hupx,Biogas,
2023-09-19,,0.0,214.0,HU_Mar-23,hupx,Biogas,
2023-09-19,4.66,159.0,159.0,HU_Jun-23,hupx,Biogas,
2023-09-19,4.69,23569.0,98080.0,HU_Nov-22,hupx,Biomass,
2023-09-19,4.72,20000.0,75830.0,HU_Dec-22,hupx,Biomass,
2023-09-19,,0.0,15000.0,HU_Jan-23,hupx,Biomass,
2023-09-19,5.01,25000.0,25000.0,HU_Feb-23,hupx,Biomass,
2023-09-19,4.66,530.0,530.0,HU_Jun-23,hupx,Geothermal,
2023-09-19,4.66,1267.0,1267.0,HU_Mar-23,hupx,Hydro,
2023-09-19,4.81,22126.0,22126.0,HU_Jun-23,hupx,Hydro,
2023-09-19,4.02,395.0,395.0,HU_Oct-22,hupx,LandfillGas,
2023-09-19,4.42,493.0,493.0,HU_Nov-22,hupx,LandfillGas,
2023-09-19,4.67,532.0,532.0,HU_Dec-22,hupx,LandfillGas,
2023-09-19,4.66,510.0,510.0,HU_Jan-23,hupx,LandfillGas,
2023-09-19,4.66,490.0,490.0,HU_Feb-23,hupx,LandfillGas,
2023-09-19,4.66,428.0,428.0,HU_Mar-23,hupx,LandfillGas,
2023-09-19,4.66,224.0,224.0,HU_Apr-23,hupx,LandfillGas,
2023-09-19,,0.0,142.0,HU_Sep-22,hupx,Solar,
2023-09-19,4.02,55.0,153.0,HU_Oct-22,hupx,Solar,
2023-09-19,5.3,1121.0,1176.0,HU_Nov-22,hupx,Solar,
2023-09-19,5.3,72.0,105.0,HU_Dec-22,hupx,Solar,
2023-09-19,4.66,237.0,902.0,HU_Jan-23,hupx,Solar,
2023-09-19,4.66,444.0,1038.0,HU_Feb-23,hupx,Solar,
2023-09-19,4.66,744.0,1618.0,HU_Mar-23,hupx,Solar,
2023-09-19,4.66,827.0,3643.0,HU_Apr-23,hupx,Solar,
2023-09-19,4.66,999.0,1377.0,HU_May-23,hupx,Solar,
2023-09-19,4.84,390064.0,390064.0,HU_Jun-23,hupx,Solar,
2023-09-19,,0.0,17946.0,HR_Jan-23,hupx,Wind,
2023-09-19,,0.0,7054.0,HR_Feb-23,hupx,Wind,
2023-09-19,5.3,2580.0,2580.0,HU_Nov-22,hupx,Wind,
2023-09-19,5.3,330.0,330.0,HU_Dec-22,hupx,Wind,
2023-09-19,4.66,8911.0,8911.0,HU_Mar-23,hupx,Wind,
2023-09-19,4.71,13633.0,13633.0,HU_Jun-23,hupx,Wind,
2023-10-17,,0.0,192.0,HU_Jan-23,hupx,Biogas,
2023-10-17,,0.0,181.0,HU_Feb-23,hupx,Biogas,
2023-10-17,,0.0,214.0,HU_Mar-23,hupx,Biogas,
2023-10-17,,0.0,176.0,HU_Apr-23,hupx,Biogas,
2023-10-17,,0.0,92.0,HU_May-23,hupx,Biogas,
2023-10-17,,0.0,87.0,HU_Jun-23,hupx,Biogas,
2023-10-17,3.42,189.0,189.0,HU_Jul-23,hupx,Biogas,
2023-10-17,3.58,6996.0,60826.0,HU_Dec-22,hupx,Biomass,
2023-10-17,,0.0,18147.0,HU_Jan-23,hupx,Biomass,
2023-10-17,,0.0,3631.0,HU_Feb-23,hupx,Biomass,
2023-10-17,,0.0,19123.0,HU_Mar-23,hupx,Biomass,
2023-10-17,3.42,211.0,211.0,HU_Jul-23,hupx,Geothermal,
2023-10-17,3.42,18925.0,18925.0,HU_Jul-23,hupx,Hydro,
2023-10-17,,0.0,244.0,HU_May-23,hupx,LandfillGas,
2023-10-17,,0.0,269.0,HU_Jun-23,hupx,LandfillGas,
2023-10-17,3.63,98.0,98.0,HU_Oct-22,hupx,Solar,
2023-10-17,3.63,55.0,55.0,HU_Nov-22,hupx,Solar,
2023-10-17,,0.0,137.0,HU_Dec-22,hupx,Solar,
2023-10-17,,0.0,785.0,HU_Jan-23,hupx,Solar,
2023-10-17,,0.0,885.0,HU_Feb-23,hupx,Solar,
2023-10-17,,0.0,650.0,HU_Mar-23,hupx,Solar,
2023-10-17,,0.0,671.0,HU_Apr-23,hupx,Solar,
2023-10-17,,0.0,869.0,HU_May-23,hupx,Solar,
2023-10-17,3.53,431140.0,431140.0,HU_Jul-23,hupx,Solar,
2023-10-17,,0.0,17946.0,HR_Jan-23,hupx,Wind,
2023-10-17,,0.0,7054.0,HR_Feb-23,hupx,Wind,
2023-10-17,3.42,17508.0,17508.0,HU_Jul-23,hupx,Wind,
2023-11-21,3.25,176.0,176.0,HU_Aug-23,hupx,Biogas,
2023-11-21,3.31,343.0,82571.0,HU_Jan-23,hupx,Biomass,
2023-11-21,,0.0,3631.0,HU_Feb-23,hupx,Biomass,
2023-11-21,,0.0,19123.0,HU_Mar-23,hupx,Biomass,
2023-11-21,3.25,308.0,308.0,HU_Aug-23,hupx,Geothermal,
2023-11-21,3.5,15750.0,15750.0,HU_Aug-23,hupx,Hydro,
2023-11-21,3.25,244.0,244.0,HU_May-23,hupx,LandfillGas,
2023-11-21,3.25,269.0,269.0,HU_Jun-23,hupx,LandfillGas,
2023-11-21,3.25,477.0,477.0,HU_Jul-23,hupx,LandfillGas,
2023-11-21,3.25,540.0,540.0,HU_Aug-23,hupx,LandfillGas,
2023-11-21,3.13,137.0,137.0,HU_Dec-22,hupx,Solar,
2023-11-21,3.31,196.0,196.0,HU_Jan-23,hupx,Solar,
2023-11-21,3.31,183.0,2262.0,HU_Feb-23,hupx,Solar,
2023-11-21,3.31,275.0,1550.0,HU_Mar-23,hupx,Solar,
2023-11-21,3.31,272.0,1174.0,HU_Apr-23,hupx,Solar,
2023-11-21,3.31,378.0,1571.0,HU_May-23,hupx,Solar,
2023-11-21,,0.0,768.0,HU_Jun-23,hupx,Solar,
2023-11-21,,0.0,651.0,HU_Jul-23,hupx,Solar,
2023-11-21,3.43,389298.0,389298.0,HU_Aug-23,hupx,Solar,
2023-11-21,3.3,1779.0,1779.0,HU_Jan-23,hupx,Wind,
2023-11-21,,0.0,4307.0,HU_Feb-23,hupx,Wind,
2023-11-21,,0.0,489.0,HU_Mar-23,hupx,Wind,
2023-11-21,3.54,13777.0,13777.0,HU_Aug-23,hupx,Wind,
2023-12-19,3.08,22000.0,22000.0,HU_May-23,hupx,Biomass,
2023-12-19,3.17,16912.0,16912.0,HU_Sep-23,hupx,Wind,
2023-12-19,3.06,12981.0,12981.0,HU_Sep-23,hupx,Hydro,
2023-12-19,3.05,58561.0,58561.0,HU_Feb-23,hupx,Biomass,
2023-12-19,,0.0,3718.0,HU_May-23,hupx,Wind,
2023-12-19,,0.0,790.0,HU_Jun-23,hupx,Solar,
2023-12-19,3.1,82228.0,82228.0,HU_Jan-23,hupx,Biomass,
2023-12-19,,0.0,291.0,HU_Feb-23,hupx,Solar,
2023-12-19,,0.0,2098.0,HU_Jun-23,hupx,Wind,
2023-12-19,3.06,481.0,481.0,HU_Sep-23,hupx,Geothermal,
2023-12-19,,0.0,4399.0,HU_May-23,hupx,Solar,
2023-12-19,3.11,30000.0,30000.0,HU_Mar-23,hupx,Biomass,
2023-12-19,3.11,339573.0,339573.0,HU_Sep-23,hupx,Solar,
2023-12-19,,0.0,721.0,HU_Aug-23,hupx,Solar,
2023-12-19,3.08,18000.0,18000.0,HU_Jun-23,hupx,Biomass,
2023-12-19,,0.0,2298.0,HU_Aug-23,hupx,Wind,
2023-12-19,,0.0,866.0,HU_Jul-23,hupx,Solar,
2023-12-19,,0.0,30.0,HU_Apr-23,hupx,Wind,
2023-12-19,,0.0,2463.0,HU_Jul-23,hupx,Wind,
2023-12-19,3.08,15000.0,15000.0,HU_Apr-23,hupx,Biomass,
2023-12-19,3.06,616.0,1015.0,HU_Apr-23,hupx,Solar,
2023-12-19,3.06,46.0,46.0,HU_Sep-23,hupx,Biogas,
2023-12-19,3.06,570.0,945.0,HU_Mar-23,hupx,Solar,
2024-01-16,1.26,192.0,192.0,HU_Jan-23,hupx,Biogas,
2024-01-16,1.61,239.0,239.0,HU_Feb-23,hupx,Biogas,
2024-01-16,1.5,2.0,2.0,HU_Jan-23,hupx,Biomass,
2024-01-16,,0.0,63700.0,HU_Mar-23,hupx,Biomass,
2024-01-16,,0.0,63422.0,HU_Apr-23,hupx,Biomass,
2024-01-16,1.85,2.0,2.0,HU_May-23,hupx,Biomass,
2024-01-16,,0.0,396.0,HU_Sep-23,hupx,LandfillGas,
2024-01-16,,0.0,4400.0,CZ_Oct-23,hupx,Solar,
2024-01-16,,0.0,554.0,ES_Mar-23,hupx,Solar,
2024-01-16,1.61,291.0,291.0,HU_Feb-23,hupx,Solar,
2024-01-16,1.85,503.0,503.0,HU_Apr-23,hupx,Solar,
2024-01-16,1.85,702.0,4610.0,HU_May-23,hupx,Solar,
2024-01-16,1.85,768.0,1558.0,HU_Jun-23,hupx,Solar,
2024-01-16,1.85,651.0,1517.0,HU_Jul-23,hupx,Solar,
2024-01-16,,0.0,721.0,HU_Aug-23,hupx,Solar,
2024-01-16,1.82,151011.0,151011.0,HU_Oct-23,hupx,Solar,
2024-01-16,,0.0,16000.0,FR_Sep-23,hupx,Wind,
2024-01-16,,0.0,243.0,HR_May-23,hupx,Wind,
2024-01-16,,0.0,184.0,HR_Aug-23,hupx,Wind,
2024-01-16,,0.0,30.0,HU_Apr-23,hupx,Wind,
2024-01-16,,0.0,3718.0,HU_May-23,hupx,Wind,
2024-01-16,,0.0,2098.0,HU_Jun-23,hupx,Wind,
2024-01-16,,0.0,2463.0,HU_Jul-23,hupx,Wind,
2024-01-16,,0.0,2298.0,HU_Aug-23,hupx,Wind,
2024-01-16,,0.0,2939.0,HU_Sep-23,hupx,Wind,
2024-02-20,0.97,332.0,332.0,HU_Mar-23,hupx,Biogas,
2024-02-20,0.97,313.0,313.0,HU_Apr-23,hupx,Biogas,
2024-02-20,0.97,56.0,56.0,HU_Oct-23,hupx,Biogas,
2024-02-20,0.97,54.0,54.0,HU_Nov-23,hupx,Biogas,
2024-02-20,1.02,25819.0,63700.0,HU_Mar-23,hupx,Biomass,
2024-02-20,,0.0,63422.0,HU_Apr-23,hupx,Biomass,
2024-02-20,0.97,605.0,605.0,HU_Oct-23,hupx,Geothermal,
2024-02-20,0.97,795.0,795.0,HU_Nov-23,hupx,Geothermal,
2024-02-20,0.97,9825.0,9825.0,HU_Oct-23,hupx,Hydro,
2024-02-20,0.97,11230.0,11230.0,HU_Nov-23,hupx,Hydro,
2024-02-20,,0.0,396.0,HU_Sep-23,hupx,LandfillGas,
2024-02-20,,0.0,268.0,HU_Oct-23,hupx,LandfillGas,
2024-02-20,1.05,543.0,543.0,HU_Mar-23,hupx,Solar,
2024-02-20,1.1,685.0,1685.0,HU_Apr-23,hupx,Solar,
2024-02-20,,0.0,3908.0,HU_May-23,hupx,Solar,
2024-02-20,1.1,475.0,1265.0,HU_Jun-23,hupx,Solar,
2024-02-20,1.1,501.0,1367.0,HU_Jul-23,hupx,Solar,
2024-02-20,1.1,1139.0,1860.0,HU_Aug-23,hupx,Solar,
2024-02-20,1.1,829.0,829.0,HU_Sep-23,hupx,Solar,
2024-02-20,1.06,103926.0,103926.0,HU_Oct-23,hupx,Solar,
2024-02-20,1.04,151044.0,151044.0,HU_Nov-23,hupx,Solar,
2024-02-20,1.1,30.0,30.0,HU_Apr-23,hupx,Wind,
2024-02-20,,0.0,3718.0,HU_May-23,hupx,Wind,
2024-02-20,,0.0,2098.0,HU_Jun-23,hupx,Wind,
2024-02-20,,0.0,2939.0,HU_Sep-23,hupx,Wind,
2024-02-20,1.04,31650.0,31650.0,HU_Oct-23,hupx,Wind,
2024-02-20,1.07,39138.0,39138.0,HU_Nov-23,hupx,Wind,
2024-03-19,0.52,182.0,182.0,HU_May-23,hupx,Biogas,
2024-03-19,0.52,3.0,3.0,HU_Jun-23,hupx,Biogas,
2024-03-19,0.52,87.0,87.0,HU_Jul-23,hupx,Biogas,
2024-03-19,0.52,160.0,160.0,HU_Aug-23,hupx,Biogas,
2024-03-19,0.52,191.0,191.0,HU_Sep-23,hupx,Biogas,
2024-03-19,0.52,61.0,61.0,HU_Dec-23,hupx,Biogas,
2024-03-19,0.61,57457.0,63422.0,HU_Apr-23,hupx,Biomass,
2024-03-19,0.62,31087.0,42581.0,HU_May-23,hupx,Biomass,
2024-03-19,2.0,1.0,45104.0,HU_Jun-23,hupx,Biomass,
2024-03-19,,0.0,23722.0,HU_Jul-23,hupx,Biomass,
2024-03-19,0.52,888.0,888.0,HU_Dec-23,hupx,Geothermal,
2024-03-19,,0.0,910.0,HU_Sep-23,hupx,Hydro,
2024-03-19,,0.0,723.0,HU_Oct-23,hupx,Hydro,
2024-03-19,,0.0,1033.0,HU_Nov-23,hupx,Hydro,
2024-03-19,0.57,2319.0,2319.0,HU_Dec-23,hupx,Hydro,
2024-03-19,0.52,396.0,396.0,HU_Sep-23,hupx,LandfillGas,
2024-03-19,0.52,268.0,268.0,HU_Oct-23,hupx,LandfillGas,
2024-03-19,0.5,2394.0,2394.0,HU_Mar-23,hupx,Solar,
2024-03-19,0.55,2709.0,2709.0,HU_Apr-23,hupx,Solar,
2024-03-19,0.55,1486.0,5517.0,HU_May-23,hupx,Solar,
2024-03-19,0.55,790.0,6532.0,HU_Jun-23,hupx,Solar,
2024-03-19,0.58,866.0,11036.0,HU_Jul-23,hupx,Solar,
2024-03-19,,0.0,11490.0,HU_Aug-23,hupx,Solar,
2024-03-19,0.57,369.0,6672.0,HU_Sep-23,hupx,Solar,
2024-03-19,,0.0,5268.0,HU_Oct-23,hupx,Solar,
2024-03-19,0.57,175.0,483.0,HU_Nov-23,hupx,Solar,
2024-03-19,0.63,105583.0,105583.0,HU_Dec-23,hupx,Solar,
2024-03-19,0.57,5.0,5.0,HR_Dec-23,hupx,Wind,
2024-03-19,1.71,2042.0,2042.0,HR_Jan-24,hupx,Wind,
2024-03-19,,0.0,4103.0,HU_Oct-23,hupx,Wind,
2024-03-19,,0.0,11579.0,HU_Nov-23,hupx,Wind,
2024-03-19,0.63,30807.0,30807.0,HU_Dec-23,hupx,Wind,
2024-04-16,1.65,459.0,9823.0,HU_Sep-23,hupx,Biomass,
2024-04-16,0.72,232.0,232.0,HU_Sep-23,hupx,Wind,
2024-04-16,0.72,910.0,910.0,HU_Sep-23,hupx,Hydro,
2024-04-16,0.71,435.0,435.0,HU_Dec-23,hupx,Solar,
2024-04-16,0.71,8046.0,8046.0,HU_Jun-23,hupx,Solar,
2024-04-16,0.71,930.0,930.0,ES_Jul-23,hupx,Wind,
2024-04-16,0.61,111.0,111.0,HU_Jun-23,hupx,Biogas,
2024-04-16,0.52,509.0,509.0,HU_Nov-23,hupx,LandfillGas,
2024-04-16,0.72,7181.0,7181.0,HU_Nov-23,hupx,Wind,
2024-04-16,0.6,4890.0,4890.0,HU_May-23,hupx,Solar,
2024-04-16,0.72,12682.0,12682.0,HU_Sep-23,hupx,Solar,
2024-04-16,0.71,960.0,960.0,SE_Aug-23,hupx,Hydro,
2024-04-16,,0.0,9307.0,HU_Dec-23,hupx,Biomass,
2024-04-16,1.47,52.0,52.0,HU_Jan-24,hupx,Biogas,
2024-04-16,0.72,17203.0,17203.0,HU_Aug-23,hupx,Solar,
2024-04-16,0.61,2562.0,2562.0,HU_Jun-23,hupx,Biomass,
2024-04-16,,0.0,265.0,FR_Nov-23,hupx,Biogas,
2024-04-16,0.72,349.0,349.0,HU_Oct-23,hupx,Wind,
2024-04-16,0.61,1349.0,1349.0,HU_Aug-23,hupx,Biogas,
2024-04-16,0.72,2406.0,2406.0,HU_Nov-23,hupx,Solar,
2024-04-16,0.72,723.0,723.0,HU_Oct-23,hupx,Hydro,
2024-04-16,0.72,13057.0,13057.0,HU_Jul-23,hupx,Solar,
2024-04-16,1.65,1324.0,12255.0,HU_Oct-23,hupx,Biomass,
2024-04-16,0.52,529.0,529.0,HU_Dec-23,hupx,LandfillGas,
2024-04-16,0.61,1167.0,1167.0,HU_Jul-23,hupx,Biogas,
2024-04-16,0.72,8843.0,8843.0,HU_Oct-23,hupx,Solar,
2024-04-16,0.72,1033.0,1033.0,HU_Nov-23,hupx,Hydro,
2024-04-16,,0.0,4531.0,HU_Aug-23,hupx,Biomass,
2024-04-16,0.56,591.0,591.0,HU_Apr-23,hupx,Solar,
2024-04-16,0.61,1388.0,1388.0,HU_Sep-23,hupx,Biogas,
2024-04-16,0.72,367.0,367.0,HU_Dec-23,hupx,Wind,
2024-04-16,1.47,723.0,723.0,HU_Jan-24,hupx,Geothermal,
2024-04-16,1.65,839.0,11455.0,HU_Nov-23,hupx,Biomass,
2024-04-16,1.47,1667.0,1667.0,HU_Jan-24,hupx,Hydro,
2024-04-16,0.71,560.0,560.0,IT_Aug-23,hupx,Wind,
2024-04-16,1.5,194285.0,194285.0,HU_Jan-24,hupx,Solar,
2024-04-16,,0.0,23722.0,HU_Jul-23,hupx,Biomass,
2024-04-16,1.49,40187.0,40187.0,HU_Jan-24,hupx,Wind,
2024-05-21,0.31,265.0,265.0,FR_Nov-23,hupx,Biogas,
2024-05-21,0.12,915.0,918.0,HU_May-23,hupx,Biogas,
2024-05-21,0.22,930.0,930.0,HU_Jun-23,hupx,Biogas,
2024-05-21,0.25,1032.0,1032.0,HU_Jul-23,hupx,Biogas,
2024-05-21,0.25,851.0,851.0,HU_Aug-23,hupx,Biogas,
2024-05-21,0.25,985.0,985.0,HU_Sep-23,hupx,Biogas,
2024-05-21,0.25,1105.0,3467.0,HU_Oct-23,hupx,Biogas,
2024-05-21,0.31,139.0,2121.0,HU_Nov-23,hupx,Biogas,
2024-05-21,,0.0,2476.0,HU_Dec-23,hupx,Biogas,
2024-05-21,0.83,755.0,755.0,HU_Feb-24,hupx,Biogas,
2024-05-21,0.4,34480.0,58202.0,HU_Jul-23,hupx,Biomass,
2024-05-21,0.35,25150.0,49387.0,HU_Aug-23,hupx,Biomass,
2024-05-21,,0.0,30646.0,HU_Sep-23,hupx,Biomass,
2024-05-21,,0.0,66920.0,HU_Oct-23,hupx,Biomass,
2024-05-21,,0.0,66421.0,HU_Nov-23,hupx,Biomass,
2024-05-21,,0.0,60248.0,HU_Dec-23,hupx,Biomass,
2024-05-21,,0.0,24640.0,HU_Jan-24,hupx,Biomass,
2024-05-21,0.83,23674.0,23674.0,HU_Feb-24,hupx,Biomass,
2024-05-21,0.83,673.0,673.0,HU_Feb-24,hupx,Geothermal,
2024-05-21,,0.0,740.0,HU_Dec-23,hupx,Hydro,
2024-05-21,0.87,3552.0,3552.0,HU_Feb-24,hupx,Hydro,
2024-05-21,,0.0,354.0,HU_Oct-23,hupx,LandfillGas,
2024-05-21,,0.0,353.0,HU_Nov-23,hupx,LandfillGas,
2024-05-21,,0.0,416.0,HU_Dec-23,hupx,LandfillGas,
2024-05-21,,0.0,55.0,HU_Jun-23,hupx,Solar,
2024-05-21,0.41,4438.0,4438.0,HU_Jul-23,hupx,Solar,
2024-05-21,0.41,3902.0,3902.0,HU_Aug-23,hupx,Solar,
2024-05-21,0.41,8170.0,8170.0,HU_Sep-23,hupx,Solar,
2024-05-21,0.41,7635.0,7635.0,HU_Oct-23,hupx,Solar,
2024-05-21,0.42,7282.0,7285.0,HU_Nov-23,hupx,Solar,
2024-05-21,0.44,4605.0,4605.0,HU_Dec-23,hupx,Solar,
2024-05-21,0.87,1906.0,1906.0,HU_Jan-24,hupx,Solar,
2024-05-21,0.87,222641.0,222641.0,HU_Feb-24,hupx,Solar,
2024-05-21,,0.0,3937.0,HU_Dec-23,hupx,Wind,
2024-05-21,0.87,38861.0,38861.0,HU_Feb-24,hupx,Wind,
2024-06-18,0.34,1521.0,2702.0,HU_Oct-23,hupx,Biogas,
2024-06-18,0.32,1569.0,2560.0,HU_Nov-23,hupx,Biogas,
2024-06-18,,0.0,1318.0,HU_Dec-23,hupx,Biogas,
2024-06-18,,0.0,1260.0,HU_Jan-24,hupx,Biogas,
2024-06-18,,0.0,1155.0,HU_Feb-24,hupx,Biogas,
2024-06-18,1.01,806.0,806.0,HU_Mar-24,hupx,Biogas,
2024-06-18,0.38,23722.0,23722.0,HU_Jul-23,hupx,Biomass,
2024-06-18,,0.0,24237.0,HU_Aug-23,hupx,Biomass,
2024-06-18,0.42,29675.0,50096.0,HU_Sep-23,hupx,Biomass,
2024-06-18,0.41,5000.0,83570.0,HU_Oct-23,hupx,Biomass,
2024-06-18,,0.0,66421.0,HU_Nov-23,hupx,Biomass,
2024-06-18,,0.0,60248.0,HU_Dec-23,hupx,Biomass,
2024-06-18,,0.0,49244.0,HU_Jan-24,hupx,Biomass,
2024-06-18,1.01,26832.0,26832.0,HU_Mar-24,hupx,Biomass,
2024-06-18,1.01,824.0,824.0,HU_Mar-24,hupx,Geothermal,
2024-06-18,,0.0,15000.0,HR_Jan-24,hupx,Hydro,
2024-06-18,,0.0,740.0,HU_Dec-23,hupx,Hydro,
2024-06-18,,0.0,1130.0,HU_Jan-24,hupx,Hydro,
2024-06-18,,0.0,1203.0,HU_Feb-24,hupx,Hydro,
2024-06-18,1.01,14685.0,14685.0,HU_Mar-24,hupx,Hydro,
2024-06-18,,0.0,354.0,HU_Oct-23,hupx,LandfillGas,
2024-06-18,,0.0,353.0,HU_Nov-23,hupx,LandfillGas,
2024-06-18,,0.0,416.0,HU_Dec-23,hupx,LandfillGas,
2024-06-18,1.01,412.0,853.0,HU_Jan-24,hupx,LandfillGas,
2024-06-18,,0.0,410.0,HU_Feb-24,hupx,LandfillGas,
2024-06-18,0.38,345.0,345.0,HU_Jul-23,hupx,Solar,
2024-06-18,0.38,410.0,2041.0,HU_Aug-23,hupx,Solar,
2024-06-18,0.38,248.0,248.0,HU_Sep-23,hupx,Solar,
2024-06-18,0.41,1682.0,1682.0,HU_Oct-23,hupx,Solar,
2024-06-18,0.41,1138.0,3064.0,HU_Nov-23,hupx,Solar,
2024-06-18,0.4,707.0,2483.0,HU_Dec-23,hupx,Solar,
2024-06-18,1.1,5889.0,5889.0,HU_Jan-24,hupx,Solar,
2024-06-18,1.13,7694.0,7694.0,HU_Feb-24,hupx,Solar,
2024-06-18,1.04,334292.0,334292.0,HU_Mar-24,hupx,Solar,
2024-06-18,,0.0,3937.0,HU_Dec-23,hupx,Wind,
2024-06-18,,0.0,7630.0,HU_Jan-24,hupx,Wind,
2024-06-18,,0.0,8080.0,HU_Feb-24,hupx,Wind,
2024-06-18,1.05,38407.0,38407.0,HU_Mar-24,hupx,Wind,
2024-07-16,0.35,1181.0,1181.0,HU_Oct-23,hupx,Biogas,
2024-07-16,0.35,991.0,991.0,HU_Nov-23,hupx,Biogas,
2024-07-16,0.35,1318.0,1318.0,HU_Dec-23,hupx,Biogas,
2024-07-16,0.8,1260.0,1260.0,HU_Jan-24,hupx,Biogas,
2024-07-16,0.8,1155.0,1155.0,HU_Feb-24,hupx,Biogas,
2024-07-16,0.78,786.0,786.0,HU_Apr-24,hupx,Biogas,
2024-07-16,0.61,24237.0,24237.0,HU_Aug-23,hupx,Biomass,
2024-07-16,0.55,10421.0,10421.0,HU_Sep-23,hupx,Biomass,
2024-07-16,0.65,6000.0,72920.0,HU_Oct-23,hupx,Biomass,
2024-07-16,0.55,5000.0,71421.0,HU_Nov-23,hupx,Biomass,
2024-07-16,0.55,4750.0,64998.0,HU_Dec-23,hupx,Biomass,
2024-07-16,,0.0,39244.0,HU_Jan-24,hupx,Biomass,
2024-07-16,0.78,27217.0,27217.0,HU_Apr-24,hupx,Biomass,
2024-07-16,0.78,544.0,544.0,HU_Apr-24,hupx,Geothermal,
2024-07-16,0.51,740.0,740.0,HU_Dec-23,hupx,Hydro,
2024-07-16,0.79,1130.0,1130.0,HU_Jan-24,hupx,Hydro,
2024-07-16,0.79,1203.0,1203.0,HU_Feb-24,hupx,Hydro,
2024-07-16,0.79,16393.0,16393.0,HU_Apr-24,hupx,Hydro,
2024-07-16,0.35,354.0,354.0,HU_Oct-23,hupx,LandfillGas,
2024-07-16,0.35,353.0,353.0,HU_Nov-23,hupx,LandfillGas,
2024-07-16,0.35,416.0,416.0,HU_Dec-23,hupx,LandfillGas,
2024-07-16,0.8,441.0,441.0,HU_Jan-24,hupx,LandfillGas,
2024-07-16,0.8,410.0,410.0,HU_Feb-24,hupx,LandfillGas,
2024-07-16,0.71,1709.0,1709.0,HU_Aug-23,hupx,Solar,
2024-07-16,0.5,1580.0,1580.0,HU_Sep-23,hupx,Solar,
2024-07-16,0.51,207.0,207.0,HU_Oct-23,hupx,Solar,
2024-07-16,0.51,169.0,2095.0,HU_Nov-23,hupx,Solar,
2024-07-16,0.51,339.0,1877.0,HU_Dec-23,hupx,Solar,
2024-07-16,0.85,1494.0,5244.0,HU_Jan-24,hupx,Solar,
2024-07-16,0.85,2502.0,6876.0,HU_Feb-24,hupx,Solar,
2024-07-16,0.86,2038.0,2038.0,HU_Mar-24,hupx,Solar,
2024-07-16,0.81,468329.0,468329.0,HU_Apr-24,hupx,Solar,
2024-07-16,0.51,3937.0,3937.0,HU_Dec-23,hupx,Wind,
2024-07-16,0.8,6343.0,6343.0,HU_Jan-24,hupx,Wind,
2024-07-16,0.79,9367.0,9367.0,HU_Feb-24,hupx,Wind,
2024-07-16,0.8,35902.0,35902.0,HU_Apr-24,hupx,Wind,
2024-08-21,0.81,1241.0,1241.0,HU_Mar-24,hupx,Biogas,
2024-08-21,0.81,1179.0,1179.0,HU_Apr-24,hupx,Biogas,
2024-08-21,0.81,731.0,731.0,HU_May-24,hupx,Biogas,
2024-08-21,0.57,72570.0,72570.0,HU_Oct-23,hupx,Biomass,
2024-08-21,0.6,60111.0,73171.0,HU_Nov-23,hupx,Biomass,
2024-08-21,0.53,6600.0,66848.0,HU_Dec-23,hupx,Biomass,
2024-08-21,,0.0,39244.0,HU_Jan-24,hupx,Biomass,
2024-08-21,,0.0,45397.0,HU_Feb-24,hupx,Biomass,
2024-08-21,,0.0,49870.0,HU_Mar-24,hupx,Biomass,
2024-08-21,,0.0,46586.0,HU_Apr-24,hupx,Biomass,
2024-08-21,0.85,12126.0,12126.0,HU_May-24,hupx,Biomass,
2024-08-21,0.85,354.0,354.0,HU_May-24,hupx,Geothermal,
2024-08-21,,0.0,10956.0,HR_Jan-24,hupx,Hydro,
2024-08-21,,0.0,896.0,HR_Feb-24,hupx,Hydro,
2024-08-21,0.86,1346.0,1346.0,HU_Mar-24,hupx,Hydro,
2024-08-21,0.86,1179.0,1179.0,HU_Apr-24,hupx,Hydro,
2024-08-21,0.86,23055.0,23055.0,HU_May-24,hupx,Hydro,
2024-08-21,0.79,436.0,436.0,HU_Feb-24,hupx,LandfillGas,
