Auction_Date,Price,Volume_Assigned,Volume_Offered,Product,Exchange,Technology,Participants_with_Winning_Bids
2024-08-21,0.79,869.0,869.0,HU_Mar-24,hupx,LandfillGas,
2024-08-21,0.79,354.0,354.0,HU_Apr-24,hupx,LandfillGas,
2024-08-21,0.53,1620.0,1620.0,HU_Aug-23,hupx,Solar,
2024-08-21,0.53,1638.0,1638.0,HU_Sep-23,hupx,Solar,
2024-08-21,0.53,60.0,1318.0,HU_Oct-23,hupx,Solar,
2024-08-21,0.53,36.0,1962.0,HU_Nov-23,hupx,Solar,
2024-08-21,0.53,614.0,2152.0,HU_Dec-23,hupx,Solar,
2024-08-21,0.86,240.0,3986.0,HU_Jan-24,hupx,Solar,
2024-08-21,0.86,592.0,5103.0,HU_Feb-24,hupx,Solar,
2024-08-21,0.86,792.0,6820.0,HU_Mar-24,hupx,Solar,
2024-08-21,0.86,134.0,7319.0,HU_Apr-24,hupx,Solar,
2024-08-21,0.87,529928.0,538179.0,HU_May-24,hupx,Solar,
2024-08-21,0.86,8450.0,8450.0,HU_Mar-24,hupx,Wind,
2024-08-21,0.87,4083.0,4083.0,HU_Apr-24,hupx,Wind,
2024-08-21,0.87,15581.0,15581.0,HU_May-24,hupx,Wind,
2024-09-17,0.43,226.0,226.0,HU_Nov-23,hupx,Biogas,
2024-09-17,0.43,207.0,207.0,HU_Dec-23,hupx,Biogas,
2024-09-17,0.54,314.0,314.0,HU_Jan-24,hupx,Biogas,
2024-09-17,0.54,286.0,286.0,HU_Feb-24,hupx,Biogas,
2024-09-17,0.54,842.0,842.0,HU_Mar-24,hupx,Biogas,
2024-09-17,0.54,1310.0,1310.0,HU_Apr-24,hupx,Biogas,
2024-09-17,0.54,1053.0,1053.0,HU_May-24,hupx,Biogas,
2024-09-17,0.57,573.0,573.0,HU_Jun-24,hupx,Biogas,
2024-09-17,0.46,20000.0,22910.0,HU_Nov-23,hupx,Biomass,
2024-09-17,0.55,20000.0,60248.0,HU_Dec-23,hupx,Biomass,
2024-09-17,,0.0,39244.0,HU_Jan-24,hupx,Biomass,
2024-09-17,,0.0,45397.0,HU_Feb-24,hupx,Biomass,
2024-09-17,0.6,3314.0,53184.0,HU_Mar-24,hupx,Biomass,
2024-09-17,0.6,1811.0,48397.0,HU_Apr-24,hupx,Biomass,
2024-09-17,0.59,21962.0,21962.0,HU_Jun-24,hupx,Biomass,
2024-09-17,0.57,21690.0,21690.0,HU_Jun-24,hupx,Hydro,
2024-09-17,0.43,999.0,999.0,HU_Sep-23,hupx,Solar,
2024-09-17,0.43,1630.0,1630.0,HU_Oct-23,hupx,Solar,
2024-09-17,0.57,2604.0,2604.0,HU_Nov-23,hupx,Solar,
2024-09-17,0.57,1709.0,2045.0,HU_Dec-23,hupx,Solar,
2024-09-17,0.61,1282.0,5028.0,HU_Jan-24,hupx,Solar,
2024-09-17,0.61,1701.0,6212.0,HU_Feb-24,hupx,Solar,
2024-09-17,0.6,2412.0,8440.0,HU_Mar-24,hupx,Solar,
2024-09-17,0.6,3373.0,10558.0,HU_Apr-24,hupx,Solar,
2024-09-17,0.6,1423.0,9674.0,HU_May-24,hupx,Solar,
2024-09-17,0.61,514213.0,522057.0,HU_Jun-24,hupx,Solar,
2024-09-17,0.65,11056.0,11056.0,HU_Jun-24,hupx,Wind,
2024-10-22,0.39,1220.0,1220.0,HU_Mar-24,hupx,Biogas,
2024-10-22,0.39,1145.0,1145.0,HU_Apr-24,hupx,Biogas,
2024-10-22,0.39,2421.0,2421.0,HU_May-24,hupx,Biogas,
2024-10-22,0.39,1930.0,3078.0,HU_Jun-24,hupx,Biogas,
2024-10-22,0.39,1086.0,1086.0,HU_Jul-24,hupx,Biogas,
2024-10-22,,0.0,2.0,SE_Jan-24,hupx,Biogas,
2024-10-22,0.34,2910.0,2910.0,HU_Nov-23,hupx,Biomass,
2024-10-22,0.34,1766.0,40248.0,HU_Dec-23,hupx,Biomass,
2024-10-22,0.39,6207.0,45451.0,HU_Jan-24,hupx,Biomass,
2024-10-22,0.39,8839.0,54236.0,HU_Feb-24,hupx,Biomass,
2024-10-22,0.39,9665.0,59535.0,HU_Mar-24,hupx,Biomass,
2024-10-22,0.39,6345.0,52931.0,HU_Apr-24,hupx,Biomass,
2024-10-22,0.39,6000.0,42250.0,HU_May-24,hupx,Biomass,
2024-10-22,,0.0,31741.0,HU_Jun-24,hupx,Biomass,
2024-10-22,0.4,19504.0,31231.0,HU_Jul-24,hupx,Biomass,
2024-10-22,,0.0,79.0,SE_Jan-24,hupx,Biomass,
2024-10-22,,0.0,15000.0,DE_Dec-23,hupx,Hydro,
2024-10-22,,0.0,15000.0,FR_Dec-23,hupx,Hydro,
2024-10-22,,0.0,25886.0,HR_Jan-24,hupx,Hydro,
2024-10-22,,0.0,896.0,HR_Feb-24,hupx,Hydro,
2024-10-22,,0.0,385.0,HU_Jun-24,hupx,Hydro,
2024-10-22,0.4,19430.0,19430.0,HU_Jul-24,hupx,Hydro,
2024-10-22,,0.0,385.0,HU_Apr-24,hupx,LandfillGas,
2024-10-22,0.39,347.0,719.0,HU_May-24,hupx,LandfillGas,
2024-10-22,1.0,1.0,1444.0,HU_Oct-23,hupx,Solar,
2024-10-22,0.34,425.0,883.0,HU_Nov-23,hupx,Solar,
2024-10-22,0.34,353.0,1260.0,HU_Dec-23,hupx,Solar,
2024-10-22,0.45,1127.0,5435.0,HU_Jan-24,hupx,Solar,
2024-10-22,0.45,1634.0,7135.0,HU_Feb-24,hupx,Solar,
2024-10-22,0.44,734.0,8206.0,HU_Mar-24,hupx,Solar,
2024-10-22,0.45,986.0,9283.0,HU_Apr-24,hupx,Solar,
2024-10-22,0.39,83.0,10395.0,HU_May-24,hupx,Solar,
2024-10-22,0.44,1472.0,11469.0,HU_Jun-24,hupx,Solar,
2024-10-22,0.43,568856.0,586283.0,HU_Jul-24,hupx,Solar,
2024-10-22,0.39,4718.0,4718.0,HU_May-24,hupx,Wind,
2024-10-22,,0.0,2639.0,HU_Jun-24,hupx,Wind,
2024-10-22,0.39,14319.0,14319.0,HU_Jul-24,hupx,Wind,
2024-11-19,,0.0,25000.0,AT_Dec-23,hupx,Hydro,
2024-11-19,,0.0,2639.0,HU_Jun-24,hupx,Wind,
2024-11-19,,0.0,11343.0,HU_May-24,hupx,Solar,
2024-11-19,0.24,2555.0,2555.0,HU_Dec-23,hupx,Biogas,
2024-11-19,0.28,18087.0,18087.0,HU_Aug-24,hupx,Biomass,
2024-11-19,,0.0,385.0,HU_Jun-24,hupx,Hydro,
2024-11-19,,0.0,11727.0,HU_Jul-24,hupx,Biomass,
2024-11-19,0.28,562.0,4264.0,HU_Apr-24,hupx,Solar,
2024-11-19,0.24,907.0,907.0,HU_Dec-23,hupx,Solar,
2024-11-19,0.28,356.0,356.0,HU_Mar-24,hupx,Biogas,
2024-11-19,0.24,814.0,814.0,HU_Nov-23,hupx,Solar,
2024-11-19,,0.0,40000.0,DE_Dec-23,hupx,Hydro,
2024-11-19,,0.0,54912.0,HU_Apr-24,hupx,Biomass,
2024-11-19,0.28,11456.0,11456.0,HU_Aug-24,hupx,Hydro,
2024-11-19,0.28,373.0,2240.0,HU_Mar-24,hupx,Solar,
2024-11-19,,0.0,59442.0,HU_Mar-24,hupx,Biomass,
2024-11-19,0.28,735.0,735.0,HU_Aug-24,hupx,Biogas,
2024-11-19,,0.0,1148.0,HU_Jun-24,hupx,Biogas,
2024-11-19,0.28,524684.0,524684.0,HU_Aug-24,hupx,Solar,
2024-11-19,,0.0,70000.0,PT_May-24,hupx,Wind,
2024-11-19,,0.0,10969.0,HU_Jun-24,hupx,Solar,
2024-11-19,0.24,2641.0,2641.0,HU_Nov-23,hupx,Biogas,
2024-11-19,,0.0,1082.0,HU_Jan-24,hupx,Solar,
2024-11-19,,0.0,31741.0,HU_Jun-24,hupx,Biomass,
2024-11-19,,0.0,15000.0,GR_Mar-24,hupx,Solar,
2024-11-19,0.28,9487.0,9487.0,HU_Aug-24,hupx,Wind,
2024-11-19,,0.0,47762.0,HU_May-24,hupx,Biomass,
2024-11-19,0.28,39244.0,45268.0,HU_Jan-24,hupx,Biomass,
2024-11-19,0.28,352.0,352.0,HU_Jan-24,hupx,Biogas,
2024-11-19,0.28,5175.0,18586.0,HU_Jul-24,hupx,Solar,
2024-11-19,,0.0,10310.0,AT_Feb-24,hupx,Hydro,
2024-11-19,,0.0,51835.0,HU_Feb-24,hupx,Biomass,
2024-11-19,0.28,293.0,293.0,HU_Feb-24,hupx,Biogas,
2024-11-19,,0.0,14690.0,AT_Jan-24,hupx,Hydro,
2024-11-19,,0.0,1312.0,HU_Feb-24,hupx,Solar,
2012-06-20,0.061,507000.0,5999397.0,2012,gse,Other,
2012-06-20,0.042,44000.0,88081.0,2012,gse,Wind,
2012-09-20,0.118,156953.0,156953.0,2012,gse,Wind,
2012-09-20,0.115,431501.0,431501.0,2012,gse,Solar,
2012-12-20,0.115,184000.0,1406891.0,2012,gse,Other,
2012-12-20,0.11,3000.0,46527.0,2012,gse,Wind,
2012-12-20,0.115,91000.0,372378.0,2012,gse,Solar,
2013-01-21,0.12,1000.0,10233421.0,2012,gse,Solar,
2013-09-30,0.23,6000.0,3657528.0,2013,gse,Other,
2014-01-20,0.11,200000.0,13397397.0,2013,gse,Solar,
2014-03-20,0.07,45000.0,5111376.0,2013,gse,Wind,
2014-06-20,0.13,1000.0,1070639.0,2014,gse,Hydro,
2014-06-20,0.11,57000.0,504490.0,2014-01-01,gse,Solar,
2014-12-22,0.1,30000.0,1733780.0,2014-02-01,gse,Other,
2014-12-22,0.08,15000.0,1818326.0,2014-01-01,gse,Other,
2014-12-22,0.09,190000.0,3841261.0,2014,gse,Hydro,
2014-12-22,0.09,50000.0,422371.0,2014-02-01,gse,Hydro,
2014-12-22,0.07,11000.0,440120.0,2014-01-01,gse,Hydro,
2014-12-22,0.09,40000.0,771991.0,2014-02-01,gse,Solar,
2014-12-22,0.08,1000.0,453315.0,2014-01-01,gse,Solar,
2015-01-20,0.08,30000.0,1804232.0,2014-01-01,gse,Other,
2015-01-20,0.09,30000.0,604885.0,2014-01-01,gse,Wind,
2015-01-20,0.09,100000.0,4116395.0,2014,gse,Hydro,
2015-01-20,0.09,30000.0,373396.0,2014-02-01,gse,Hydro,
2015-01-20,0.07,40000.0,429995.0,2014-01-01,gse,Hydro,
2015-03-20,0.05,200000.0,15392805.0,2014,gse,Other,
2015-03-20,0.05,504000.0,4022024.0,2014,gse,Wind,
2015-03-20,0.062,484000.0,13036636.0,2014,gse,Solar,
2015-06-22,0.14,175000.0,572546.0,2015-01-01,gse,Solar,
2015-09-21,0.14,51000.0,1211664.0,2015-02-01,gse,Other,
2015-09-21,0.13,31000.0,1324664.0,2015-01-01,gse,Other,
2015-09-21,0.15,50000.0,1454273.0,2015,gse,Wind,
2015-09-21,0.13,30000.0,563477.0,2015-01-01,gse,Wind,
2015-09-21,0.15,50000.0,1855377.0,2015,gse,Hydro,
2015-09-21,0.13,30000.0,299629.0,2015-01-01,gse,Hydro,
2015-09-21,0.15,10000.0,7180931.0,2015,gse,Solar,
2015-09-21,0.14,50000.0,636979.0,2015-02-01,gse,Solar,
2015-09-21,0.13,230000.0,401863.0,2015-01-01,gse,Solar,
2015-12-21,0.16,100000.0,11263550.0,2015,gse,Other,
2015-12-21,0.141,60000.0,1164438.0,2015-02-01,gse,Other,
2015-12-21,0.132,41000.0,1298920.0,2015-01-01,gse,Other,
2015-12-21,0.15,1117000.0,1917100.0,2015,gse,Wind,
2015-12-21,0.14,230000.0,441361.0,2015-02-01,gse,Wind,
2015-12-21,0.13,307000.0,533487.0,2015-01-01,gse,Wind,
2015-12-21,0.156,149000.0,2720266.0,2015,gse,Hydro,
2015-12-21,0.15,9000.0,281491.0,2015-02-01,gse,Hydro,
2015-12-21,0.132,41000.0,270927.0,2015-01-01,gse,Hydro,
2015-12-21,0.153,289000.0,10432146.0,2015,gse,Solar,
2015-12-21,0.14,149000.0,588728.0,2015-02-01,gse,Solar,
2015-12-21,0.131,69000.0,173248.0,2015-01-01,gse,Solar,
2016-01-20,0.15,10000.0,12505072.0,2015,gse,Other,
2016-01-20,0.15,539000.0,998811.0,2015,gse,Wind,
2016-01-20,0.151,125000.0,211366.0,2015-02-01,gse,Wind,
2016-01-20,0.15,1453000.0,2827973.0,2015,gse,Hydro,
2016-01-20,0.151,156000.0,272491.0,2015-02-01,gse,Hydro,
2016-01-20,0.151,290000.0,10753376.0,2015,gse,Solar,
2016-01-20,0.16,20000.0,425371.0,2015-02-01,gse,Solar,
2016-03-21,0.288,126000.0,13945188.0,2015,gse,Other,
2016-03-21,0.273,480000.0,537676.0,2015,gse,Wind,
2016-03-21,0.27,228000.0,1546724.0,2015,gse,Hydro,
2016-03-21,0.27,1645000.0,10910870.0,2015,gse,Solar,
2016-06-20,0.2,180000.0,2817480.0,2016,gse,Other,
2016-06-20,0.17,25000.0,1397883.0,2016-01-01,gse,Other,
2016-06-20,0.203,309902.0,379804.0,2016,gse,Wind,
2016-06-20,0.18,132000.0,278222.0,2016-02-01,gse,Wind,
2016-06-20,0.17,261543.0,261543.0,2016-01-01,gse,Wind,
2016-06-20,0.201,127000.0,712269.0,2016,gse,Hydro,
2016-06-20,0.17,115000.0,196412.0,2016-01-01,gse,Hydro,
2016-06-20,0.207,1531000.0,1547365.0,2016,gse,Solar,
2016-06-20,0.18,315000.0,435752.0,2016-02-01,gse,Solar,
2016-06-20,0.17,310000.0,382069.0,2016-01-01,gse,Solar,
2016-09-20,0.19,130000.0,6940338.0,2016,gse,Other,
2016-09-20,0.17,100000.0,1377630.0,2016-01-01,gse,Other,
2016-09-20,0.19,330000.0,479269.0,2016,gse,Wind,
2016-09-20,0.18,149478.0,149478.0,2016-02-01,gse,Wind,
2016-09-20,0.172,10000.0,10225.0,2016-01-01,gse,Wind,
2016-09-20,0.19,530000.0,1822000.0,2016,gse,Hydro,
2016-09-20,0.18,120000.0,241734.0,2016-02-01,gse,Hydro,
2016-09-20,0.17,10000.0,85161.0,2016-01-01,gse,Hydro,
2016-09-20,0.243,2989765.0,2989765.0,2016,gse,Solar,
2016-09-20,0.18,60000.0,123397.0,2016-02-01,gse,Solar,
2016-09-20,0.17,56000.0,73504.0,2016-01-01,gse,Solar,
2016-12-20,0.273,241000.0,11049693.0,2016,gse,Other,
2016-12-20,0.3,60000.0,397674.0,2016,gse,Wind,
2016-12-20,0.275,555000.0,2096609.0,2016,gse,Hydro,
2016-12-20,0.37,4543883.0,4543883.0,2016,gse,Solar,
2017-01-20,0.28,120000.0,12235843.0,2016,gse,Other,
2017-01-20,0.287,815000.0,1854854.0,2016,gse,Hydro,
2017-01-20,0.495,438646.0,438646.0,2016,gse,Solar,
2017-03-20,0.22,500000.0,1323581.0,2016,gse,Hydro,
2017-03-20,0.42,445751.0,445751.0,2016,gse,Solar,
2017-06-20,0.197,2756082.0,2756082.0,2017,gse,Other,
2017-06-20,0.182,1163913.0,1163913.0,2017-02-01,gse,Other,
2017-06-20,0.182,1363261.0,1363261.0,2017-01-01,gse,Other,
2017-06-20,0.221,182755.0,182755.0,2017,gse,Wind,
2017-06-20,0.209,83767.0,83767.0,2017-02-01,gse,Wind,
2017-06-20,0.209,105981.0,105981.0,2017-01-01,gse,Wind,
2017-06-20,0.235,593378.0,593378.0,2017,gse,Hydro,
2017-06-20,0.222,204297.0,204297.0,2017-02-01,gse,Hydro,
2017-06-20,0.217,175367.0,175367.0,2017-01-01,gse,Hydro,
2017-06-20,0.394,2095440.0,2095440.0,2017,gse,Solar,
2017-06-20,0.37,489670.0,489670.0,2017-02-01,gse,Solar,
2017-06-20,0.402,406343.0,406343.0,2017-01-01,gse,Solar,
2017-09-20,0.259,3529188.0,3529188.0,2017,gse,Other,
2017-09-20,0.184,4108.0,4108.0,2017-02-01,gse,Other,
2017-09-20,0.181,3024.0,3024.0,2017-01-01,gse,Other,
2017-09-20,0.271,198617.0,198617.0,2017,gse,Wind,
2017-09-20,0.246,3127.0,3127.0,2017-02-01,gse,Wind,
2017-09-20,0.247,2720.0,2720.0,2017-01-01,gse,Wind,
2017-09-20,0.259,998676.0,998676.0,2017,gse,Hydro,
2017-09-20,0.228,4763.0,4763.0,2017-02-01,gse,Hydro,
2017-09-20,0.225,3491.0,3491.0,2017-01-01,gse,Hydro,
2017-09-20,0.525,3891876.0,3891876.0,2017,gse,Solar,
2017-09-20,0.219,4938.0,5876.0,2017-02-01,gse,Solar,
2017-09-20,0.216,10566.0,11133.0,2017-01-01,gse,Solar,
2017-12-20,0.5760000000000001,3600616.0,3600616.0,2017,gse,Other,
2017-12-20,0.349,1907.0,1907.0,2017-02-01,gse,Other,
2017-12-20,0.334,2123.0,2123.0,2017-01-01,gse,Other,
2017-12-20,0.555,211651.0,211651.0,2017,gse,Wind,
2017-12-20,0.38,1042.0,1042.0,2017-02-01,gse,Wind,
2017-12-20,0.375,878.0,878.0,2017-01-01,gse,Wind,
2017-12-20,0.5670000000000001,643366.0,643366.0,2017,gse,Hydro,
2017-12-20,0.359,1649.0,1649.0,2017-02-01,gse,Hydro,
2017-12-20,0.339,1079.0,1079.0,2017-01-01,gse,Hydro,
2017-12-20,0.876,2938555.0,2938555.0,2017,gse,Solar,
2017-12-20,0.35,3179.0,3179.0,2017-02-01,gse,Solar,
2017-12-20,0.33,2590.0,2590.0,2017-01-01,gse,Solar,
2018-01-22,0.687,1166189.0,1166189.0,2017,gse,Other,
2018-01-22,0.432,3280.0,3280.0,2017-02-01,gse,Other,
2018-01-22,0.419,3268.0,3268.0,2017-01-01,gse,Other,
2018-01-22,0.665,155327.0,155327.0,2017,gse,Wind,
2018-01-22,0.661,200427.0,200427.0,2017,gse,Hydro,
2018-01-22,1.115,436732.0,436732.0,2017,gse,Solar,
2018-03-20,0.783,1177433.0,1177433.0,2017,gse,Other,
2018-03-20,0.756,98769.0,98769.0,2017,gse,Wind,
2018-03-20,0.747,206406.0,206406.0,2017,gse,Hydro,
2018-03-20,1.214,403623.0,403623.0,2017,gse,Solar,
2018-06-20,0.96,2105641.0,2105641.0,2018,gse,Other,
2018-06-20,0.939,1006376.0,1006376.0,2018-02-01,gse,Other,
2018-06-20,0.939,1156169.0,1156169.0,2018-01-01,gse,Other,
2018-06-20,1.349,210904.0,210904.0,2018,gse,Wind,
2018-06-20,1.347,105180.0,105180.0,2018-02-01,gse,Wind,
2018-06-20,1.345,111891.0,111891.0,2018-01-01,gse,Wind,
2018-06-20,0.987,780363.0,780363.0,2018,gse,Hydro,
2018-06-20,0.977,221144.0,221144.0,2018-02-01,gse,Hydro,
2018-06-20,0.974,276995.0,276995.0,2018-01-01,gse,Hydro,
2018-06-20,1.223,1613902.0,1613902.0,2018,gse,Solar,
2018-06-20,1.229,382120.0,382120.0,2018-02-01,gse,Solar,
2018-06-20,1.217,375220.0,375220.0,2018-01-01,gse,Solar,
2018-09-20,1.874,3424825.0,3424825.0,2018,gse,Other,
2018-09-20,1.549,10432.0,10432.0,2018-02-01,gse,Other,
2018-09-20,1.534,9535.0,9535.0,2018-01-01,gse,Other,
2018-09-20,2.71,215486.0,215486.0,2018,gse,Wind,
2018-09-20,2.016,2723.0,2723.0,2018-02-01,gse,Wind,
2018-09-20,2.016,2348.0,2348.0,2018-01-01,gse,Wind,
2018-09-20,2.001,1319110.0,1319110.0,2018,gse,Hydro,
2018-09-20,1.709,4054.0,4054.0,2018-02-01,gse,Hydro,
2018-09-20,1.739,3534.0,3534.0,2018-01-01,gse,Hydro,
2018-09-20,1.992,3312491.0,3312491.0,2018,gse,Solar,
2018-09-20,1.47,2367.0,2367.0,2018-02-01,gse,Solar,
2018-09-20,1.591,3937.0,3937.0,2018-01-01,gse,Solar,
2018-12-20,1.334,3350515.0,3350515.0,2018,gse,Other,
2018-12-20,1.199,6171.0,6171.0,2018-02-01,gse,Other,
2018-12-20,1.154,7136.0,7136.0,2018-01-01,gse,Other,
2018-12-20,1.639,190815.0,190815.0,2018,gse,Wind,
2018-12-20,1.265,1204.0,1204.0,2018-01-01,gse,Wind,
2018-12-20,1.489,729247.0,729247.0,2018,gse,Hydro,
2018-12-20,1.651,601000.0,2504923.0,2018,gse,Solar,
2019-01-21,1.254,439000.0,1135065.0,2018,gse,Other,
2019-01-21,1.125,1482.0,1482.0,2018-02-01,gse,Other,
2019-01-21,1.025,1584.0,1585.0,2018-01-01,gse,Other,
2019-01-21,1.623,74574.0,74574.0,2018,gse,Wind,
2019-01-21,1.272,389120.0,389120.0,2018,gse,Hydro,
2019-01-21,1.118,2469.0,2939.0,2018-02-01,gse,Hydro,
2019-01-21,1.023,2599.0,3198.0,2018-01-01,gse,Hydro,
2019-01-21,1.509,2215832.0,2215832.0,2018,gse,Solar,
2019-01-21,1.16,1144.0,1144.0,2018-02-01,gse,Solar,
2019-01-21,1.08,1184.0,1184.0,2018-01-01,gse,Solar,
2019-03-20,0.849,31000.0,1913477.0,2018,gse,Other,
2019-03-20,1.265,98000.0,101697.0,2018,gse,Wind,
2019-03-20,0.811,321764.0,321764.0,2018,gse,Hydro,
2019-03-20,1.114,339414.0,339414.0,2018,gse,Solar,
2019-06-20,0.463,2052534.0,2052534.0,2019,gse,Other,
2019-06-20,0.358,810000.0,991421.0,2019-02-01,gse,Other,
2019-06-20,0.401,1060941.0,1060941.0,2019-01-01,gse,Other,
2019-06-20,0.621,175000.0,192447.0,2019,gse,Wind,
2019-06-20,0.5700000000000001,80740.0,111480.0,2019-02-01,gse,Wind,
2019-06-20,0.556,107590.0,107590.0,2019-01-01,gse,Wind,
2019-06-20,0.649,567062.0,567062.0,2019,gse,Hydro,
2019-06-20,0.549,220643.0,220643.0,2019-02-01,gse,Hydro,
2019-06-20,0.549,216937.0,216937.0,2019-01-01,gse,Hydro,
2019-06-20,0.951,1686679.0,1686679.0,2019,gse,Solar,
2019-06-20,0.795,548327.0,548327.0,2019-02-01,gse,Solar,
2019-06-20,0.795,336247.0,336247.0,2019-01-01,gse,Solar,
2019-09-20,0.672,3159757.0,3159757.0,2019,gse,Other,
2019-09-20,0.812,200792.0,200792.0,2019,gse,Wind,
2019-09-20,0.616,1236123.0,1236123.0,2019,gse,Hydro,
2019-09-20,0.967,3022412.0,3022412.0,2019,gse,Solar,
2019-12-20,0.712,133925.0,133925.0,2019,gse,Wind,
2019-12-20,0.529,771299.0,771299.0,2019,gse,Hydro,
2019-12-20,1.028,2395920.0,2395920.0,2019,gse,Solar,
2020-01-20,0.209,9899.0,16798.0,2019-02-01,gse,Other,
2020-01-20,0.2,500.0,1697.0,2019-01-01,gse,Other,
2020-01-20,0.71,126847.0,126847.0,2019,gse,Wind,
2020-01-20,0.247,10000.0,32290.0,2019-02-01,gse,Wind,
2020-01-20,0.629,409712.0,409712.0,2019,gse,Hydro,
2020-01-20,0.211,3499.0,4998.0,2019-02-01,gse,Hydro,
2020-01-20,0.198,2422.0,2844.0,2019-01-01,gse,Hydro,
2020-01-20,1.024,278079.0,278079.0,2019,gse,Solar,
2020-01-20,0.344,4374.0,8749.0,2019-02-01,gse,Solar,
2020-01-20,0.309,2002.0,4005.0,2019-01-01,gse,Solar,
2020-03-20,0.314,74787.0,74787.0,2019,gse,Wind,
2020-03-20,0.349,429462.0,429462.0,2019,gse,Hydro,
2020-03-20,0.853,300513.0,300513.0,2019,gse,Solar,
2020-06-22,0.509,1391525.0,1391525.0,2020,gse,Other,
2020-06-22,0.389,668350.0,668350.0,2020-02-01,gse,Other,
2020-06-22,0.309,707840.0,707840.0,2020-01-01,gse,Other,
2020-06-22,0.369,125490.0,125490.0,2020,gse,Wind,
2020-06-22,0.204,108080.0,108080.0,2020-02-01,gse,Wind,
2020-06-22,0.183,70736.0,70736.0,2020-01-01,gse,Wind,
2020-06-22,0.269,670906.0,670906.0,2020,gse,Hydro,
2020-06-22,0.199,230528.0,230528.0,2020-02-01,gse,Hydro,
2020-06-22,0.204,300101.0,300101.0,2020-01-01,gse,Hydro,
2020-06-22,0.638,1692735.0,1692735.0,2020,gse,Solar,
2020-06-22,0.443,554073.0,554073.0,2020-02-01,gse,Solar,
2020-06-22,0.431,388097.0,388097.0,2020-01-01,gse,Solar,
2020-09-21,0.592,2047530.0,2047530.0,2020,gse,Other,
2020-09-21,0.519,181028.0,181028.0,2020,gse,Wind,
2020-09-21,0.402,1227691.0,1227691.0,2020,gse,Hydro,
2020-09-21,0.666,3117994.0,3117994.0,2020,gse,Solar,
2020-12-21,0.45,1994605.0,1994605.0,2020,gse,Other,
2020-12-21,0.41,167974.0,167974.0,2020,gse,Wind,
2020-12-21,0.328,908510.0,908510.0,2020,gse,Hydro,
2020-12-21,0.418,2198867.0,2198867.0,2020,gse,Solar,
2021-01-20,0.424,681020.0,681020.0,2020,gse,Other,
2021-01-20,0.5640000000000001,38964.0,38964.0,2020,gse,Wind,
2021-01-20,0.335,268872.0,268872.0,2020,gse,Hydro,
2021-01-20,0.396,334758.0,334758.0,2020,gse,Solar,
2021-03-22,0.395,798578.0,798578.0,2020,gse,Other,
2021-03-22,0.619,75419.0,75419.0,2020,gse,Wind,
2021-03-22,0.332,340495.0,340495.0,2020,gse,Hydro,
2021-03-22,0.467,314467.0,314467.0,2020,gse,Solar,
2021-06-21,0.42,603000.0,1353166.0,2021,gse,Other,
2021-06-21,0.37,318000.0,637969.0,2021-02-01,gse,Other,
2021-06-21,0.35,702351.0,702351.0,2021-01-01,gse,Other,
2021-06-21,0.495,130014.0,130014.0,2021,gse,Wind,
2021-06-21,0.459,60860.0,60860.0,2021-02-01,gse,Wind,
2021-06-21,0.459,93597.0,93597.0,2021-01-01,gse,Wind,
2021-06-21,0.469,632335.0,632335.0,2021,gse,Hydro,
2021-06-21,0.439,312108.0,312108.0,2021-02-01,gse,Hydro,
2021-06-21,0.439,309562.0,309562.0,2021-01-01,gse,Hydro,
2021-06-21,0.371,923000.0,1555310.0,2021,gse,Solar,
2021-06-21,0.337,435554.0,435554.0,2021-02-01,gse,Solar,
2021-06-21,0.327,258225.0,258225.0,2021-01-01,gse,Solar,
2021-09-20,0.717,2638444.0,2638444.0,2021,gse,Other,
2021-09-20,0.658,311000.0,322500.0,2021-02-01,gse,Other,
2021-09-20,0.641,2224.0,2224.0,2021-01-01,gse,Other,
2021-09-20,0.809,173991.0,173991.0,2021,gse,Wind,
2021-09-20,0.5650000000000001,600.0,677.0,2021-02-01,gse,Wind,
2021-09-20,0.53,600.0,718.0,2021-01-01,gse,Wind,
2021-09-20,0.43,4.0,8.0,2021,gse,Geothermal,
2021-09-20,0.772,1227701.0,1227701.0,2021,gse,Hydro,
2021-09-20,0.642,2336.0,2336.0,2021-02-01,gse,Hydro,
2021-09-20,0.632,2192.0,2192.0,2021-01-01,gse,Hydro,
2021-09-20,0.709,3575436.0,3575436.0,2021,gse,Solar,
2021-09-20,0.637,2743.0,2743.0,2021-02-01,gse,Solar,
2021-09-20,0.637,1591.0,1591.0,2021-01-01,gse,Solar,
2021-12-20,0.856,1900120.0,1900120.0,2021,gse,Other,
2021-12-20,1.25,20000.0,161586.0,2021,gse,Wind,
2021-12-20,0.86,792000.0,792360.0,2021,gse,Hydro,
2021-12-20,0.956,1971000.0,2240685.0,2021,gse,Solar,
2022-01-20,1.048,621161.0,621161.0,2021,gse,Other,
2022-01-20,0.454,13716.0,13716.0,2021-02-01,gse,Other,
2022-01-20,0.305,2200.0,2351.0,2021-01-01,gse,Other,
2022-01-20,1.009,221217.0,221217.0,2021,gse,Wind,
2022-01-20,0.39,1000.0,1005.0,2021-02-01,gse,Wind,
2022-01-20,0.888,292543.0,292543.0,2021,gse,Hydro,
2022-01-20,0.447,984.0,984.0,2021-02-01,gse,Hydro,
2022-01-20,0.4,300.0,657.0,2021-01-01,gse,Hydro,
