Auction_Date,Price,Min_Price,Max_Price,Volume_Assigned,Volume_Offered,generation_type,production_period_Year,production_period_Month
2024-12-20,0.34900000000000003,0.31,0.39,173002.0,173002.0,Biomass,2024,02
2024-12-20,0.267,0.23,0.36,493905.0,493905.0,Biomass,2024,01
2024-12-20,0.361,0.33,0.45,217724.0,217724.0,Biomass,2024,05
2024-12-20,0.355,0.33,0.4,185008.0,185008.0,Biomass,2024,02
2024-12-20,0.372,0.34,0.45,41823.0,41823.0,Wind,2024,04
2024-12-20,0.15,0.15,0.15,200.0,470.0,Wind,2023,12
2024-12-20,0.343,0.27,0.41000000000000003,47454.0,47454.0,Wind,2024,02
2024-12-20,0.323,0.27,0.42,57657.0,57657.0,Wind,2024,01
2024-12-20,0.336,0.32,0.36,46470.0,46470.0,Wind,2024,05
2024-12-20,0.34700000000000003,0.33,0.4,47585.0,47585.0,Wind,2024,02
2024-12-20,0.1,0.1,0.1,20000.0,242967.0,BioMethane,2024,08
2024-12-20,0.1,0.1,0.1,20000.0,255567.0,BioMethane,2024,06
2024-12-20,0.1,0.1,0.1,20000.0,262857.0,BioMethane,2024,07
2024-12-20,0.10400000000000001,0.1,1.0,149200.0,244236.0,BioMethane,2024,09
2024-12-20,0.356,0.32,0.45,267669.0,267669.0,Hydro,2024,04
2024-12-20,0.16,0.16,0.16,500.0,1725.0,Hydro,2023,12
2024-12-20,0.342,0.31,0.39,142329.0,142329.0,Hydro,2024,02
2024-12-20,0.34,0.29,0.42,188574.0,188574.0,Hydro,2024,01
2024-12-20,0.357,0.33,0.46,356822.0,356822.0,Hydro,2024,05
2024-12-20,0.357,0.33,0.43,235253.0,235253.0,Hydro,2024,02
2024-12-20,0.34800000000000003,0.32,0.44,727710.0,727710.0,Solar,2024,04
2024-12-20,0.16,0.16,0.16,700.0,1634.0,Solar,2023,12
2024-12-20,0.359,0.33,0.43,315587.0,315587.0,Solar,2024,02
2024-12-20,0.343,0.29,0.42,253248.0,253248.0,Solar,2024,01
2024-12-20,0.34800000000000003,0.31,0.45,974813.0,974813.0,Solar,2024,05
2024-12-20,0.353,0.33,0.43,492829.0,492829.0,Solar,2024,02
